Name,Speed,Stamina,Strength,Aggression,Creativity,Luck,Focus,Influence,Refelxes,Phobia,Vice,Role,Personality,Class,Affinity
Collywobbles Tidy,7,8,8,3,3,2,10,3,9,Calories,Dentists,Player,Stoic,General,Body
Debra Demon,6,9,8,5,6,6,5,6,6,Pillow Talk,Fraud,Superfan,Focused,Die-hard,Body
Guitar Brassard,7,8,8,2,2,2,5,5,8,Mouse Traps,Gossip,Superfan,Placid,Hardcore,Body
Elliot Fury,4,9,4,1,3,1,2,2,10,VHS tapes,Venus,Superfan,Passionate,Pessimist,None
Sod Panhandle,10,8,8,5,3,1,7,10,2,EDM,Books,Staff,Stoic,Cook,Body
Linda Tidy,5,4,3,1,4,3,9,5,7,Sneezes,Memes,Player,Idealistic,Hype,Mind
Moon Sargon,6,8,7,8,9,10,5,6,4,Electrocution,Mythology,Superfan,Romantic,Hardcore,Soul
Shanice Mikan,6,2,7,7,9,10,2,1,3,Sour Candy,Prison breaks,Superfan,Romantic,Gambler,Soul
Silas Ladder,9,3,2,9,9,10,8,8,2,Blankets,Toxoplasmosis,Superfan,Stoic,There for the booze,Soul
Slippery Trumpet,8,7,5,4,6,3,6,3,5,Post-it notes,Pencil Sharpeners,Player,Focused,General,Body
Santa Rodriguez,3,5,3,5,8,8,5,6,5,Birds,Baloons,Superfan,Wise,There for the booze,Mind
Noun Paquet,2,2,6,4,9,6,6,6,9,Toothbrushes,Jokers,Superfan,Placid,Die-hard,Mind
Stephen Bassett,7,3,4,8,3,8,8,2,4,Music,Boardgames,Superfan,Compassionate,Optimist,Mind
Donald Hellbender,3,4,2,7,6,7,10,7,9,Basements,Depression,Player,Focused,General,Mind
Bashful Sweet Tea,8,5,4,8,10,9,4,3,4,Fog,Fan Mail,Superfan,Romantic,Corporate guest,Soul
Ashley Martin,4,5,7,8,3,9,8,8,10,Shoe laces,Presidents,Player,Placid,General,Mind
Ayham Glasshouse,7,7,9,10,6,9,9,9,8,Sandals,Torture,Staff,Humorous,Waterperson,None
Amanda Nguyen,8,5,8,4,6,7,6,9,7,Cherries,Sandwiches,Player,Modest,Investigator,Body
Nova Tokei,4,9,8,8,7,10,2,3,2,Concerts,Greeting Cards,Superfan,Compassionate,Scarf Guy,Soul
Biggums Zhǒng,4,5,1,4,5,2,6,9,4,SIlence,Gravel,Superfan,Humorous,Die-hard,Mind
Leif Cellier,8,7,7,2,9,1,4,8,8,Gin,Breakfast,Staff,Confident,Marketing manager,Body
Kenneth Senior,4,4,9,3,5,1,4,7,6,Nail Salons,Darts,Superfan,Appreciative,There for the booze,Body
Mrs. Fisk,5,2,7,2,7,8,6,1,4,Religion,Toothbrushes,Player,Focused,Investigator,Soul
Avi McGregor,7,7,2,6,1,8,7,7,8,Cuttlery,Soap,Superfan,Innovative,Corporate guest,Mind
Zayd Martinez,7,5,3,5,4,10,3,6,4,Warm Weather,Cheeseburgers,Player,Stoic,Support,Soul
Lump Tuna,8,8,4,4,5,5,8,7,7,Travel,Dumbells,Staff,Idealistic,Social media intern,None
Von Gimmefood Shinobi,4,3,8,6,3,8,3,2,3,Pillow Talk,Clocks,Superfan,Romantic,Pessimist,Soul
Emma Suitweasel,9,5,8,1,1,1,4,6,2,Manual Transmissions,Ants,Player,Modest,Support,Body
Outstanding Taint,9,9,6,4,2,6,9,5,3,Chains,Turkish Markets,Player,Innovative,Hype,Body
Cristiano Periscope,6,8,7,7,1,8,5,4,9,Scooters,Warmth,Superfan,Humorous,Hardcore,Body
Edith Jaws,3,7,2,7,6,7,8,9,3,Ambulances,Frost,Staff,Sage,Hype person,Mind
Marina Sanchez,2,7,6,1,7,8,8,9,10,Prime Numbers,Chips,Player,Innovative,General,Mind
Nope Zapper,3,5,6,3,1,7,3,2,3,Flares,Gravel,Superfan,Appreciative,Full kit wanker,Body
Shanice Autocue,9,9,9,9,8,7,4,6,5,Dreadlocks,New Socks,Superfan,Romantic,Hardcore,Soul
Niall Beauregard,6,2,1,6,9,2,5,10,6,Blenders,Fire,Superfan,Compassionate,Corporate guest,Mind
Hammer Tasse,8,5,2,7,5,7,3,7,2,Duct Tape,Gossip,Player,Placid,Hype,Soul
Nova Gaumond,10,6,8,8,5,7,5,4,4,Office Environments,Paychecks,Player,Appreciative,Consistency,None
O'Yacklebrunt Bain,5,3,5,1,6,5,5,2,7,Soap,Buffets,Superfan,Innovative,Corporate guest,Soul
Sod Absolute Zero,5,4,9,5,4,5,6,7,5,Bad Vibes,Weapons,Superfan,Wise,Hardcore,Mind
Dr. Morales,8,4,1,1,1,8,4,4,2,Touch,TSA Agents,Player,Humorous,General,Mind
Jagger McGregor,1,2,2,4,2,10,9,8,9,Styrofoam,Choking,Player,Passionate,Hype,Mind
Vince Coachman,10,6,5,7,5,10,4,6,2,Crows,Gray,Staff,Compassionate,Match reporter,Soul
Niall Lù,5,4,7,8,8,6,8,9,9,Sour Candy,Power,Superfan,Sage,Die-hard,Mind
Rock Hubert,2,2,7,3,4,2,5,9,4,Credit cards,Sci-Fi,Player,Humorous,Consistency,Mind
Kadek Ezekwesili,7,10,7,6,2,2,4,10,10,Crows,Barbecue Sauce,Player,Innovative,Support,Body
Emma Mystique,2,2,8,7,5,1,10,3,8,Beer,Jean shorts,Player,Wise,Consistency,Mind
Snuggles Nabopolassar,8,8,8,1,5,5,2,7,9,Gravel,Dentists,Staff,Romantic,Marketing manager,Body
Hullaballoo Buttz,4,8,6,8,10,8,10,7,8,Heights,Disneyland,Superfan,Idealistic,Optimist,Mind
Santa Capone,9,5,8,9,8,7,7,1,1,Dreadlocks,Disneyland,Superfan,Confident,Hardcore,Soul
Armpit McKenzie,6,2,8,5,9,2,4,8,7,Theme Parks,Paychecks,Staff,Focused,Analyst,Mind
Pleasing Porcelain,7,6,2,7,10,4,4,8,10,Breakfast,Pilots,Superfan,Sage,Pessimist,Mind
Oust Bellamy,10,9,9,4,5,9,8,8,8,Blue,Tequila,Superfan,Confident,Hardcore,Body
Crabwalk Black,6,7,5,10,8,9,5,2,3,Gravel,Chips,Superfan,Idealistic,Hardcore,None
Charles 808,4,5,2,2,3,5,5,9,7,Plastic,Dracula,Superfan,Placid,Scarf Guy,Mind
Anthony Fontana,8,3,5,10,10,5,6,3,3,Calories,Grannies,Superfan,Compassionate,There for the booze,Soul
Sunny-Dee Lasagna,8,3,6,1,2,5,8,5,2,Slippers,Hope,Superfan,Wise,Fair-weather,Body
Faith Soap,4,6,3,1,2,3,10,4,9,Slippers,Chainsmoking,Superfan,Sage,Full kit wanker,Mind
Ruth Wobbegong,7,8,9,4,2,1,6,2,1,Reading,Amsterdam,Superfan,Stoic,Full kit wanker,Body
Joseph Peterson,4,4,5,6,4,3,5,7,7,Eggs,Toothbrushes,Staff,Passionate,Doctor,Mind
Slots Abdullah,3,2,7,1,9,2,9,9,8,Macaques,Barbecue Sauce,Staff,Romantic,Investigative journalist,Mind
Baby Panhandle,8,8,8,3,6,6,3,8,3,Opium,Burritos,Superfan,Compassionate,Barstool,Body
Legend Perez,4,4,4,5,2,4,5,10,8,Broomsticks,Toy Phones,Superfan,Compassionate,Corporate guest,None
Featherskin Helvetica,3,5,1,7,6,1,9,7,7,Plates,Beards,Superfan,Confident,There for the booze,Mind
Troy Kingdom,5,7,6,2,1,1,9,7,3,Blue,Diabetes,Superfan,Focused,Die-hard,Body
Shanice McKneese,9,10,6,4,3,5,3,9,8,Hypnosis,Buffets,Superfan,Confident,Barstool,Body
Margaret Roberts,9,5,6,5,5,8,4,4,7,Cherries,Turkish Markets,Staff,Focused,Player liaison officer,Soul
Kevin Lootman,8,7,9,7,9,9,7,4,6,Horses,Graffiti,Superfan,Confident,Scarf Guy,Soul
Creaky Bassett,7,8,8,7,9,6,2,5,7,Anime,Folk Dance,Player,Stoic,Hype,Soul
DNA Fukushima,8,6,10,6,6,4,6,9,7,Blenders,Parachutes,Management,Humorous,Assistant Coach,None
Ryan Perez,6,9,6,10,6,9,3,3,8,Ears,Soldiers,Staff,Idealistic,Physio,None
Richard Pop-Three,4,4,1,7,3,10,5,10,6,Debt,Huffing,Staff,Idealistic,Mental coach,Mind
Shirley Rugs,4,1,8,7,10,8,2,5,3,The Eagles,Fungi,Superfan,Stoic,Die-hard,Soul
Yolanda The GOAT,2,5,5,2,5,7,9,9,7,Balconies,Clouds,Player,Sage,Consistency,Mind
Nikita Black,2,4,4,6,6,8,1,2,2,Sitcoms,Flying,Management,Confident,Head Coach,Soul
Halo Beaverclown,7,4,4,8,9,9,8,8,4,Rain,Meditating,Superfan,Compassionate,Hardcore,Mind
Ashley Jimenez,6,9,8,8,7,7,4,2,2,Loud music,Buttered Toast,Superfan,Compassionate,Die-hard,Soul
Zayd McGregor,1,1,4,8,4,3,2,2,5,Screeching,Nightclubs,Staff,Appreciative,Match reporter,Soul
Catherine Forehead-Greives,2,9,2,3,2,7,8,6,9,Socks,Halloween,Superfan,Romantic,Barstool,Mind
Jonathan Spoon,4,7,6,10,5,9,7,4,10,Cherries,Zoos,Superfan,Passionate,Die-hard,None
Coarse Lootman,8,2,9,4,9,7,1,2,4,Concerts,Poker,Staff,Sage,Security guard,Soul
Jack Jimenez,7,9,9,9,6,9,8,7,6,Arcades,Punctuality,Superfan,Innovative,Hardcore,Body
Robert Moreplease,7,7,3,9,9,6,1,5,4,Insomnia,Running water,Player,Humorous,Investigator,Soul
Freja O'Callaghan,7,3,5,3,6,9,1,3,6,Sprinting,Chainsmoking,Superfan,Wise,Hardcore,Soul
Koji Paquet,6,8,6,3,5,2,7,2,3,Prime Numbers,Pastrami,Superfan,Compassionate,Barstool,None
Nova Wizard,3,3,8,3,8,7,5,9,4,Salt,Night Driving,Staff,Compassionate,Sponsorship director,Mind
KVIIIlyn Harris,1,6,2,8,4,10,10,8,9,Fights,Gravel,Superfan,Idealistic,Corporate guest,Mind
Mark Beauregard,8,2,3,5,9,3,5,2,7,NFTs,Mattresses,Superfan,Stoic,Pessimist,Soul
Paul Italics,10,7,10,5,5,9,7,7,5,Pizza ovens,Fraud,Superfan,Focused,Hardcore,Soul
Tree Hinode,2,5,4,9,7,8,6,5,4,Children,Attics,Staff,Passionate,Middle manager,Soul
Dennis Spoon,7,3,2,4,6,7,2,4,8,Bibles,Warmth,Superfan,Stoic,Hardcore,Soul
Sammie Thundergoose,5,4,5,6,8,10,8,10,10,Insomnia,The Mafia,Superfan,Confident,Gambler,Mind
Rafael 808,5,8,9,7,2,5,3,4,7,Exotic Dancers,AM Radio,Superfan,Innovative,Fair-weather,Body
Bashful Bagpipes,1,2,3,2,8,5,6,8,4,Calculus,Horseracing,Superfan,Innovative,Fair-weather,Mind
Ribeye Sketchkov,8,8,5,5,4,4,9,9,7,Scooters,Tequila,Player,Idealistic,Hype,Body
Guitar Soap,5,2,2,9,2,2,9,6,9,Dinosaurs,Iron Gates,Superfan,Romantic,Gambler,Mind
Strange Alvin,8,8,9,7,7,6,2,4,2,Curry,Feet,Superfan,Romantic,There for the booze,Soul
Chunky Pidgeon,9,7,2,3,10,5,4,4,3,The Number 9,Choking,Superfan,Humorous,Die-hard,Soul
Ribeye Blaine,2,3,4,4,7,8,10,8,3,Magnetism,Punctuality,Player,Sage,General,Mind
888 Harris,10,9,9,6,6,9,7,5,2,Dinosaurs,Billboards,Staff,Wise,Yoga instructor,Soul
Listen Linda Braeburn,2,6,4,7,3,8,10,6,7,Promiscuity,Air Conditioning,Superfan,Focused,Gambler,None
Shark Facsimile,8,1,2,8,9,2,10,9,8,Paper,Venus,Superfan,Romantic,Full kit wanker,Mind
Tree Bennet,4,8,4,7,10,4,3,3,2,Spatulas,Church,Staff,Placid,Objective reporter,Soul
Handsome Caparasso,1,2,9,4,5,10,10,8,5,Toilet Paper,Mattresses,Superfan,Sage,Fair-weather,Mind
Foster Trout,9,9,10,6,7,5,3,5,4,Hot chocolate,Racecars,Player,Placid,Investigator,None
Jagger Bucket,7,6,8,2,9,8,2,1,2,Vodka,Photosynthesis,Player,Placid,General,Soul
Skyscraper Windings,6,1,3,3,5,7,1,2,2,Boogers,Pizza,Superfan,Confident,Gambler,Soul
Pretty Bhatt,9,5,5,2,1,3,3,7,9,Scissors,Antibiotics,Player,Passionate,Hype,Body
Fingers wagmi,8,2,7,6,3,9,3,6,6,Stingrays,Hit and Runs,Superfan,Wise,Hardcore,Soul
Rayne Whippersnapper,6,9,6,6,8,7,7,3,3,Midnight,Sunsets,Superfan,Sage,Hardcore,Soul
Lestat Mikan,8,10,8,7,5,10,7,6,4,Crows,Pogs,Player,Compassionate,Consistency,Soul
King Moonshot,3,5,7,5,1,3,2,6,8,Wood,Cars,Superfan,Romantic,Full kit wanker,Body
Kylen Bardot,3,9,6,3,9,9,2,2,3,Bar Fights,Jokers,Player,Passionate,Hype,Soul
Ashley Oyatsu,5,8,6,3,3,2,10,6,7,Pizza ovens,Swimming Pools,Superfan,Idealistic,Fair-weather,Body
Legend Freed,3,4,10,6,2,6,6,10,7,T-shirts,Jean shorts,Management,Sage,Assistant Coach,None
Brian Junior,2,6,5,5,7,9,6,2,3,NFTs,The Mafia,Staff,Passionate,Objective reporter,Soul
Kimberly Zapper,4,8,8,5,3,4,2,2,6,Theme Parks,Iron Gates,Staff,Wise,Media team,Body
Flinch Barrere,4,3,2,8,6,3,9,5,10,Keyboards,Jean shorts,Superfan,Modest,Pessimist,Mind
Beaverclown Luggage,1,4,2,3,6,5,8,9,6,Dinosaurs,Gravel,Superfan,Modest,Pessimist,None
Rebecca Cemetery,1,1,6,9,9,9,5,5,6,Credit cards,Pajamas,Staff,Sage,Data Analyst,Soul
Kai Lollygag,2,8,3,6,2,9,5,5,4,Passwords,Confetti,Superfan,Sage,Pessimist,Mind
Ingrid Capone,1,1,2,7,5,10,8,9,7,Petrol,Presidents,Superfan,Romantic,Gambler,Mind
Boops Boops Drawbridge,6,9,7,2,5,4,3,6,9,Credit cards,Running water,Superfan,Idealistic,Full kit wanker,Body
Mercutio Bucket,7,9,8,3,3,2,7,8,2,Supermarkets,Laser Pointers,Player,Confident,General,Body
Malaika Wilson,8,4,2,8,1,8,8,9,4,Aging,Haircuts,Superfan,Placid,Die-hard,Mind
Pretty Chavez,7,4,3,8,6,8,6,5,5,Vodka,Flying,Player,Innovative,Specialist,Soul
Trish Bhatt,4,8,4,7,9,10,10,8,9,Sandals,Nightclubs,Staff,Romantic,Columnist,Mind
Tetsu Hamilcar,6,2,10,6,4,7,3,6,4,T-shirts,Mushrooms,Player,Modest,Consistency,Soul
Angela Pounder,3,5,1,10,10,5,8,9,7,Mouse Traps,Justice,Player,Wise,Closer,Mind
Gatlin Gifford,9,2,7,3,4,8,5,2,7,Sunglasses,Laser Pointers,Staff,Idealistic,Intern,None
Lemonparty One,9,7,9,1,2,7,7,5,9,Radiohead,Argon,Superfan,Sage,Gambler,Body
Jacob Le Stonks,1,4,4,3,8,3,10,6,5,Improv Comedy,Children,Superfan,Stoic,Hardcore,Mind
Beaverclown Garcia,2,5,7,3,9,3,10,9,9,Hot Tubs,Solid furniture,Superfan,Wise,Die-hard,Mind
Troy Leghair,7,4,4,4,7,5,9,10,9,Guitar Strings,Shouting,Management,Romantic,Director,Mind
Lisa Morales,4,3,2,7,2,3,10,7,7,Tomato Juice,Beanbags,Superfan,Romantic,Die-hard,Mind
Eric Machal,1,3,6,8,6,2,5,8,9,Gin,Beat Poetry,Superfan,Idealistic,Hardcore,None
Featherskin Portfolio,7,4,4,8,8,3,2,2,2,Truck Drivers,Bangs,Player,Passionate,Support,Soul
Lump Tokei,10,8,9,6,5,4,6,9,9,Crows,Exorcisms,Superfan,Placid,There for the booze,Body
Boomer Thomas,4,7,7,6,9,6,3,6,4,Affairs,Exorcisms,Player,Idealistic,Hype,Soul
Wabbit Bassett,7,5,8,6,7,3,1,3,6,Horses,Baloons,Player,Stoic,Consistency,Soul
Listen Linda Long,4,5,6,8,6,6,6,3,7,Trains,Paychecks,Superfan,Idealistic,Barstool,Mind
Creepy Smithsonian,9,9,6,5,4,7,5,8,2,Curry,Rain,Superfan,Humorous,Optimist,Body
wagmi Maroney,4,4,3,7,5,3,6,4,10,Vodka,Exobiology,Superfan,Stoic,Optimist,Mind
Le Stonks Trickle,7,2,2,5,4,7,5,8,2,Boogers,Laughing Gas,Player,Modest,General,Mind
Nil Wilson,6,3,1,3,7,1,6,9,6,Snakes,Photosynthesis,Player,Romantic,Hype,Mind
Paul Wobbegong,1,4,3,9,3,4,8,5,2,Boogers,Pizza,Superfan,Appreciative,There for the booze,Mind
Legend Alien,6,2,2,4,8,8,6,4,7,Groundhogs,Flies,Superfan,Compassionate,Die-hard,Mind
Trish Facsimile,9,6,9,3,2,5,3,4,3,Carbohydrates,Boardgames,Staff,Humorous,Scout,Body
Rafael Lollygag,6,10,9,9,8,7,9,2,7,The Letter 'S',Gossip,Superfan,Placid,Die-hard,Body
Genesis Pigpen,6,4,6,2,2,7,4,7,5,Affairs,Spicy Food,Staff,Appreciative,Marketing manager,Body
David Super,2,4,7,4,5,10,7,5,7,Styrofoam,Buttered Toast,Superfan,Wise,Die-hard,Mind
Arson Howard,6,2,4,2,8,7,6,6,9,Glass,Teachers,Player,Focused,General,Mind
Donald Drawbridge,8,4,9,5,7,8,1,7,3,Clowns,Underwear,Superfan,Stoic,Pessimist,Soul
Tidy Italics,7,7,3,3,1,4,8,9,5,Homeopathy,Grannies,Player,Stoic,Support,Body
Hitomi Taylor,3,7,6,9,7,8,2,3,4,The 80s,Pastrami,Staff,Sage,Security guard,Soul
Van Clamberwobble Trout,9,9,5,1,1,5,9,6,3,Short Fingernails,Power,Superfan,Romantic,Fair-weather,Body
Obodas Shukla,7,9,6,8,7,6,9,4,6,Short Fingernails,Religion,Superfan,Humorous,Fair-weather,Body
Plum Synopsis,7,2,8,9,9,9,5,4,3,Magpies,Dentists,Superfan,Passionate,Full kit wanker,Soul
Handsome ABCDE,5,4,6,6,7,7,2,1,1,Passwords,Underwear,Superfan,Focused,There for the booze,Soul
Colon Peterson,7,6,2,5,7,3,3,3,2,Hotel Soaps,Warmth,Superfan,Romantic,Die-hard,Soul
Dumfoozle Luggage,1,1,1,2,4,9,6,9,4,Diet Soda,Buses,Player,Romantic,Hype,Mind
Andrew Ladder,9,3,1,9,7,4,10,10,2,Sandals,New Socks,Superfan,Appreciative,Hardcore,Mind
Wabbit Hero,5,5,8,5,7,9,2,8,2,Toilet Paper,The Moon,Player,Passionate,Investigator,Soul
Kylen Alphabet,7,10,10,6,1,2,5,4,8,Burps,Kittens,Superfan,Sage,Die-hard,Body
Santa Moore,5,7,6,6,8,4,9,9,9,Windows,Soap,Player,Wise,Investigator,None
Mundane Anouilh,5,9,6,2,4,5,6,9,5,Elves,Disneyland,Player,Humorous,Support,Body
Raymond Sialoquent,4,7,6,3,7,7,5,4,3,Astrology,Sweat,Staff,Idealistic,Media team,Body
Frank Johnstone,2,4,2,5,7,7,7,6,6,Bibles,Hair Bands,Superfan,Confident,Barstool,Mind
Astounded Sargon,8,4,3,5,9,8,7,2,6,Oranges,Grannies,Superfan,Appreciative,Optimist,Soul
Houria Bajwa,9,7,8,6,5,5,4,4,5,Loud music,Fan Mail,Superfan,Compassionate,Gambler,None
Pending Investigation Yates,9,10,8,7,4,6,10,8,9,Cheese,Fan Mail,Staff,Modest,Mascot,Body
Skyscraper Metaverse,4,6,6,9,7,6,9,4,5,Caviar,Hawaiian Pizza,Superfan,Placid,Full kit wanker,Soul
Jolololo Dardar,8,10,8,4,6,5,3,8,2,Mirrors,Tuna,Superfan,Confident,Corporate guest,Soul
wagmi Sod,6,7,5,4,10,6,4,2,5,VHS tapes,Halloween,Superfan,Confident,There for the booze,None
Ingrid Embellishment,8,7,9,10,10,9,6,4,4,Broomsticks,Passports,Superfan,Stoic,Full kit wanker,Soul
Hana Sketchkov,5,9,5,9,9,2,3,5,1,Jeans,Brazil,Player,Sage,Hype,Soul
Penny Hinode,4,9,8,7,8,4,5,8,5,Squat racks,Holiday Smells,Player,Innovative,Consistency,Body
Pretty Rugs,4,1,5,8,9,7,9,7,8,New York,Bangs,Superfan,Stoic,Fair-weather,Mind
Hairy Corncake,5,4,7,3,3,9,8,8,6,The Number 9,Clouds,Staff,Passionate,Mycologist,Body
Angela Snuggles,2,4,5,4,6,8,9,10,10,Electrocution,Jokers,Superfan,Placid,Gambler,Mind
Hammer McCulloch,3,2,2,2,4,7,6,7,9,Guitar Strings,Feet,Superfan,Focused,Barstool,Mind
Moonshot Boops Boops,2,4,7,5,6,8,9,9,8,Marching Bands,Geese,Player,Stoic,Specialist,Mind
Helen Mangiarotti,9,5,4,7,9,3,9,9,2,T-shirts,Exobiology,Superfan,Compassionate,Barstool,None
Houria Glazing,6,5,10,9,8,6,4,4,9,Email,Charities,Player,Placid,Investigator,Soul
Fingers Sweet Tea,8,9,10,4,2,8,3,2,9,Crows,Huffing,Staff,Confident,Cook,Body
Elsa Bhatt,8,8,8,4,4,6,5,10,10,Travel,Dust,Player,Confident,General,Body
Leghair Green,10,6,10,3,2,7,4,4,6,Stingrays,Swimming Pools,Player,Innovative,General,Body
Nicholas Rugs,7,2,3,7,2,4,6,3,4,Sunglasses,Hope,Superfan,Innovative,Hardcore,Soul
Brenda Kobayashi,8,6,2,9,9,10,8,8,2,Carbohydrates,Hope,Superfan,Innovative,Pessimist,Soul
Darth Crackle,7,7,5,1,9,7,1,8,9,Sporks,Grannies,Player,Humorous,General,None
Dorothy Panhandle,4,3,6,5,9,2,7,8,5,Macaques,Toxoplasmosis,Superfan,Passionate,There for the booze,Mind
Jacob Fontana,7,5,9,1,6,2,6,9,8,Relatives,Flies,Player,Compassionate,General,Body
Shark Autocue,8,5,3,3,6,9,3,7,5,Tennis Elbow,Magic Tricks,Superfan,Passionate,Die-hard,Body
Vince Patel,5,3,9,7,3,1,8,1,10,Sneezes,Beards,Staff,Wise,Yoga instructor,None
Janet Marmaduke,8,9,6,2,9,8,8,5,9,Touch,Greeting Cards,Superfan,Compassionate,Barstool,Soul
One Winter,9,8,4,10,7,8,4,3,1,Marching Bands,Pajamas,Superfan,Stoic,Scarf Guy,Soul
Andrea Von Gimmefood,2,9,10,7,6,8,3,3,7,Mythical Creatures,NFTs,Staff,Focused,Scout,Soul
Constantinople Brooks,2,6,10,5,6,3,2,7,3,Contortionists,Spicy Food,Superfan,Confident,Pessimist,Body
Peregrine The GOAT,4,9,5,1,2,7,2,5,9,Irony,Toothbrushes,Superfan,Idealistic,Corporate guest,None
Handsome Blade,7,3,2,3,7,4,7,10,8,Plates,Gossip,Superfan,Confident,Pessimist,Mind
Pleasing Zapper,5,7,10,2,2,5,7,2,1,Vanilla extract,Grandfather,Superfan,Appreciative,Full kit wanker,None
Shrimpgun Blaine,7,8,5,4,2,3,8,3,3,Music,Elevators,Superfan,Focused,Die-hard,Body
Anna Exclaim,8,9,4,4,1,8,7,8,9,Marching Bands,Buffets,Superfan,Compassionate,There for the booze,Body
Koji Flinch,6,2,7,5,2,4,4,6,8,Taxes,Torture,Player,Innovative,Support,Mind
Thomas Jones,2,1,4,6,3,3,7,5,6,Cuttlery,Fairies,Player,Confident,Support,Mind
Acting Glovebox,4,6,9,2,3,7,2,3,3,Pizza ovens,Mattresses,Superfan,Stoic,Full kit wanker,Soul
Teka Acharya,4,7,8,10,7,9,5,2,4,Warm Weather,Beards,Player,Innovative,Support,None
Drummer Alvarez,5,4,5,6,2,6,4,3,6,Coffee Beans,Movies,Superfan,Confident,Pessimist,Body
Maverick Junior,9,9,10,2,4,8,1,6,2,Parasites,AM Radio,Superfan,Idealistic,Gambler,Body
Jennifer Supernova,5,6,9,2,3,3,5,7,7,VR Technology,TSA Agents,Superfan,Wise,Die-hard,Body
Nicholas Marmalade,2,4,5,7,4,4,3,6,9,Lids,Samurai Art,Superfan,Wise,There for the booze,Mind
Tell-all Jacaranda,5,2,6,6,6,7,7,6,8,Wood,1AM,Superfan,Placid,Full kit wanker,Mind
Magic Buttz,10,2,10,8,2,10,9,3,3,Beer,Buses,Superfan,Idealistic,Full kit wanker,Soul
Understanding Prunella,1,3,3,9,2,4,10,6,5,Improv Comedy,Buffets,Superfan,Placid,Full kit wanker,Mind
Gary Corncake,7,10,5,3,3,2,9,5,6,New York,Grandfather,Superfan,Passionate,Corporate guest,Body
Van Clamberwobble Bain,6,9,6,2,1,4,3,2,7,The Internet,Burritos,Superfan,Sage,Barstool,None
Alexander Howard,8,9,8,3,2,2,4,7,9,Buttons,Frost,Management,Innovative,Owner,Body
Sammie Caparasso,3,8,9,8,8,8,6,3,8,Windows,Staplers,Superfan,Innovative,Hardcore,Soul
Emily Hoyabembe,8,7,3,3,2,8,4,2,4,Tomato Juice,Caffeine,Player,Appreciative,Investigator,Soul
Hideous Kuàng,9,8,4,1,6,1,2,7,9,Lava Lamps,Sand Pipers,Superfan,Confident,Die-hard,Body
Samantha Channing,2,5,7,3,9,10,7,3,3,EDM,Rain,Staff,Sage,Performance coach,Mind
Hana Whippersnapper,6,6,8,6,4,5,7,7,5,Highways,Choking,Superfan,Stoic,Fair-weather,None
Kadek Martin,5,3,5,6,4,4,9,8,6,Debt,Confetti,Superfan,Wise,Barstool,Mind
Astounded Fonua,9,4,9,2,7,5,6,9,2,Swimming,Clapping,Staff,Appreciative,Physio,Body
Eleanor Humphrey,4,5,9,3,2,2,9,4,7,Gravel,Vigilantes,Superfan,Sage,Hardcore,None
Kadek Ovenmits,4,3,9,10,9,8,8,5,3,Gravel,Wetness,Player,Idealistic,Support,Soul
Matthew Shukla,1,1,8,5,1,3,3,3,4,Hot chocolate,The Void,Superfan,Idealistic,Pessimist,Soul
Galactic Space Explorer Gardyloo,2,6,8,6,2,7,8,7,7,Moustaches,Restaurants,Staff,Innovative,Mycologist,Mind
Clandestine The Small,6,7,9,8,4,10,1,1,1,Gravel,Attics,Superfan,Modest,Hardcore,None
Guitar Trumpet,2,4,10,5,6,7,8,3,8,Gin,Beanbags,Player,Focused,Consistency,Soul
Ryan Cocque,9,7,8,9,7,10,8,4,6,Denmark,Laser Pointers,Player,Placid,General,Soul
Bishti Slayer,5,5,5,4,2,3,5,7,1,Sandals,Running water,Superfan,Wise,Hardcore,None
Patrick Fonua,2,2,1,2,3,4,9,9,9,Lube,Commercialism,Staff,Passionate,Sports Journalist,Mind
Leif Armadillo,4,8,2,7,3,9,10,8,8,Pianos,Gym,Superfan,Wise,Full kit wanker,Mind
Baby Wobbegong,5,5,6,8,8,7,3,3,5,Paper,Toothbrushes,Staff,Modest,Security guard,Soul
Justin Cocque,3,9,7,6,7,5,4,2,4,Magpies,Catapults,Superfan,Sage,Die-hard,Soul
Sunshine Whatnot,7,1,10,2,3,2,7,5,2,Spatulas,Venus,Staff,Wise,Media team,Body
Marcel Markcosmisplats,8,7,8,1,9,5,4,10,3,Macaques,Bio-diesel,Superfan,Innovative,Optimist,Body
LOL Clock,4,4,5,5,7,6,6,9,5,Dust,Underwear,Superfan,Confident,Die-hard,Mind
Unreal  Kingdom,3,3,2,6,10,3,3,8,4,Bibles,Museums,Superfan,Confident,Barstool,Mind
Trish Martinez,4,2,3,4,10,7,2,7,6,Religion,Turkish Markets,Superfan,Innovative,Scarf Guy,None
Pleasing Jones,3,7,7,2,5,6,2,1,6,Loud music,Sitcoms,Superfan,Placid,Fair-weather,Soul
Guitar van der Beek,8,8,6,7,1,7,2,7,9,The Number 9,Weapons,Superfan,Stoic,Fair-weather,Body
Wolf Ramos,2,5,5,8,9,3,4,2,1,Barbers,Billboards,Player,Wise,Support,None
Brantley Octopus,8,9,7,4,4,4,10,4,10,Modems,Pancakes,Superfan,Modest,Optimist,Body
Wigglebottom Hatterfield,5,6,9,10,10,2,9,2,5,Coffee Beans,Mythology,Superfan,Placid,Full kit wanker,Soul
